transaction_id,customer_id,account_type,branch_code,transaction_type,transaction_amount,transaction_date,channel,balance_after_transaction,merchant_category_code,geo_location
T102653,C10287,Business,BR-005,Online Payment,94047,2024-03-31 12:04:18,Atm,495670,5934,"26.44108, 80.203355"
T102654,C12596,Savings,BR-006,Transfer,33461,2023-09-02 17:19:28,Counter,485933,8838,"29.506504, 84.498136"
T102655,C11676,Current,BR-018,Transfer,21323,2024-04-10 09:12:40,Internet,278530,8227,"26.448341, 83.115545"
T102656,C10561,Business,BR-014,Transfer,73030,2025-02-08 14:40:06,Counter,367862,6956,"26.804278, 82.416308"
T102657,C12886,Savings,BR-020,Deposit,14156,2025-03-11 23:04:21,Internet,300569,2539,"26.823364, 80.870075"
T102658,C11564,Current,BR-020,Transfer,28480,2024-01-04 02:54:33,Mobile Banking,122635,6804,"27.549505, 86.472075"
T102659,C10479,Business,BR-007,Withdrawal,26135,2025-03-03 00:24:27,Qr,175326,1866,"28.265048, 84.631416"
T102660,C12816,Business,BR-018,Transfer,30720,2025-02-17 09:57:19,Mobile Banking,221935,3858,"26.088002, 85.533437"
T102661,C11687,Current,BR-017,Transfer,19977,2023-06-14 01:40:43,Internet,54634,3706,"26.564271, 87.833326"
T102662,C11265,Current,BR-018,Online Payment,55416,2025-05-20 11:03:16,Atm,480933,4904,"26.949635, 84.70843"
T102663,C10494,Current,BR-003,Deposit,64141,2024-07-25 10:03:35,Internet,179734,9372,"27.808624, 83.455056"
T102664,C12602,Savings,BR-016,Withdrawal,53452,2024-12-11 22:06:45,Internet,350132,9646,"26.385551, 83.87297"
T102665,C12310,Business,BR-002,Transfer,31011,2025-01-26 20:08:59,Counter,235856,7670,"26.321305, 84.827757"
T102666,C12728,Current,BR-017,Deposit,32884,2023-10-01 12:08:33,Qr,369481,6984,"26.104716, 86.695781"
T102667,C10716,Business,BR-004,Deposit,3291,2024-08-22 12:04:19,Atm,493503,3868,"27.970773, 83.533156"
T102668,C11523,Savings,BR-002,Withdrawal,33260,2024-12-29 21:12:49,Atm,219599,7568,"28.380839, 80.665696"
T102669,C11158,Current,BR-016,Transfer,90636,2024-10-23 02:38:40,Counter,238919,7163,"26.005218, 82.004962"
T102670,C12187,Business,BR-011,Deposit,64741,2023-08-28 20:18:07,Mobile Banking,469668,6227,"26.916223, 81.153567"
T102671,C10516,Savings,BR-018,Online Payment,49823,2024-10-08 21:05:34,Mobile Banking,404359,9402,"26.98064, 85.336101"
T102672,C11401,Savings,BR-015,Transfer,3731,2023-11-01 18:00:09,Mobile Banking,485607,8581,"29.709052, 80.608681"
T102673,C10315,Business,BR-010,Withdrawal,6272,2024-08-20 23:58:41,Atm,409797,7923,"26.781675, 82.282587"
T102674,C11204,Business,BR-015,Deposit,42180,2024-03-08 23:22:16,Atm,68443,8373,"26.906452, 85.452964"
T102675,C12559,Savings,BR-008,Online Payment,89197 USD,2024-03-15 22:13:03,Internet,292568,9680,"28.064047, 84.189614"
T102676,C12720,Savings,BR-002,Deposit,90453,2024-07-01 22:53:32,Internet,351988,2601,"29.602906, 82.928187"
T102677,C10061,Business,BR-007,Deposit,20381,2024-12-18 23:25:22,Counter,305128,8612,"26.079409, 80.261103"
T102678,C11745,Current,BR-008,Online Payment,28771,2023-08-23 09:19:08,Internet,42505,2267,"26.491586, 87.791555"
T102679,C12387,Current,BR-010,Deposit,51531,2024-07-08 17:47:49,Counter,103478,8023,"28.810534, 83.983966"
T102680,C10330,Business,BR-002,Online Payment,91000,2024-01-30 00:02:59,Counter,63699,9663,"29.144779, 81.859302"
T102681,C12975,Current,BR-012,Transfer,93061,2024-01-28 01:34:14,Qr,421173,7341,"28.55456, 85.444775"
T102682,C12417,Current,BR-005,Online Payment,28702,2025-03-01 23:57:48,Qr,419680,5464,"28.014142, 83.339879"
T102683,C11138,Savings,BR-019,Deposit,88889,2024-01-06 13:31:05,Atm,377156,8836,"26.247069, 85.953243"
T102684,C11875,Current,BR-020,Online Payment,51499,2025-03-09 16:43:57,Internet,155721,1893,"26.237879, 80.921441"
T102685,C11036,Current,BR-002,Withdrawal,23572,2023-11-17 23:35:46,Qr,436281,9839,"28.520581, 85.183753"
T102686,C11661,Business,BR-004,Deposit,49330,2024-05-08 00:46:07,Atm,486877,1108,"27.736046, 83.310924"
T102687,C11519,Savings,BR-018,Withdrawal,73716,2023-11-12 02:13:55,Atm,297902,4406,"28.363977, 87.587203"
T102688,C11264,Current,BR-004,Transfer,7199,2024-04-16 19:58:32,Atm,137668,1831,"27.026796, 80.60065"
T102689,C10096,Current,BR-010,Deposit,25531,2023-12-24 11:32:45,Counter,279518,1364,"26.45411, 84.736784"
T102690,C11992,Business,BR-008,Withdrawal,56592,2025-03-11 11:59:12,Internet,119686,1703,"29.817156, 82.86795"
T102691,C12550,Savings,BR-005,Online Payment,96822,2023-09-20 22:22:07,Qr,266919,6517,"29.197327, 82.77972"
T102692,C10791,Current,BR-013,Online Payment,47784,2023-06-06 18:49:51,Atm,290532,8127,"26.047788, 81.750334"
T102693,C12629,Business,BR-005,Deposit,30211,2024-04-29 11:45:21,Qr,386944,4956,"28.97447, 83.189175"
T102694,C11437,Savings,BR-014,Deposit,64036,2024-01-24 04:11:58,Qr,284173,5435,"29.305062, 83.439954"
T102695,C12041,Savings,BR-003,Transfer,22714,2025-02-19 22:35:02,Counter,84981,9434,"29.965872, 81.180252"
T102696,C11887,Business,BR-003,Transfer,92360,2023-08-02 00:18:07,Counter,316783,6127,"26.42119, 83.754511"
T102697,C10584,Savings,BR-001,Deposit,42091,2023-12-04 23:48:03,Qr,115010,4489,"28.995281, 81.901093"
T102698,C10173,Current,BR-010,Online Payment,70576,2024-08-25 06:45:43,Mobile Banking,408861,9809,"29.909023, 83.584499"
T102699,C12634,Current,BR-014,Deposit,61020,2024-12-07 08:28:42,Counter,32105,8024,"29.168197, 87.479858"
T102700,C12748,Current,BR-005,Deposit,94394,2023-11-12 05:56:32,Qr,407884,8701,"26.50826, 80.443787"
T102701,C12026,Business,BR-015,Deposit,63630,2023-06-09 11:10:38,Qr,260021,5175,"28.55041, 83.141308"
T102702,C10572,Business,BR-014,Transfer,36324,2024-08-09 20:22:26,Counter,148032,5698,"27.946018, 83.417059"
T102703,C11717,Business,BR-008,Online Payment,7888,2023-07-04 19:30:16,Counter,127519,2864,"29.770383, 85.322248"
T102704,C10094,Current,BR-020,Deposit,28182,2024-06-21 09:09:58,Mobile Banking,143429,3520,"27.989784, 83.50971"
T102705,C12927,Current,BR-012,Transfer,89670,2024-06-08 16:28:34,Counter,458820,5458,"29.667192, 84.926569"
T102706,C12178,Current,BR-018,Online Payment,76916,2024-01-09 02:55:38,Internet,365883,8594,"27.999614, 85.749282"
T102707,C10543,Savings,BR-017,Online Payment,83688,2024-08-01 06:17:39,Mobile Banking,314940,1771,"26.705418, 86.319729"
T102708,C11375,Current,BR-003,Online Payment,16631,2024-06-07 12:01:10,Mobile Banking,278948,2178,"29.940202, 87.437507"
T102709,C10529,Current,BR-006,Online Payment,88440,2024-03-06 22:25:44,Qr,128732,9040,"28.77618, 80.370089"
T102710,C12341,Current,BR-016,Deposit,94539,2024-11-23 10:28:04,Atm,146698,3729,"27.829775, 87.261296"
T102711,C12500,Current,BR-020,Withdrawal,44957,2023-12-10 14:49:01,Mobile Banking,160204,2115,"29.064885, 83.608551"
T102712,C12954,Business,BR-002,Online Payment,10242,2024-12-29 21:12:31,Atm,271095,1864,"29.861473, 85.60358"
T102713,C10449,Current,BR-015,Withdrawal,48455,2024-04-08 23:01:03,Qr,400665,1228,"27.382641, 87.208215"
T102714,C10180,Savings,BR-001,Online Payment,9966,2025-05-24 11:08:17,Mobile Banking,282209,2831,"28.947345, 81.033519"
T102715,C11798,Business,BR-015,Transfer,70167,2024-03-24 17:30:37,Counter,364647,8426,"27.987351, 87.992619"
T102716,C11895,Current,BR-016,Transfer,64127,2024-07-02 23:12:25,Mobile Banking,106072,1084,"27.906684, 81.217929"
T102717,C11936,Business,BR-017,Transfer,58006,2024-03-21 21:40:10,Mobile Banking,141202,4577,"28.74558, 80.061216"
T102718,C12379,Savings,BR-016,Deposit,28238,2024-02-19 04:13:14,Internet,90360,9393,"26.024283, 81.466871"
T102719,C11378,Savings,BR-013,Transfer,92701,2024-06-15 01:32:32,Internet,63287,2791,"26.491459, 83.319942"
T102720,C12205,Savings,BR-005,Deposit,30056,2023-09-25 17:21:22,Counter,239009,1992,"26.594592, 84.400515"
T102721,C10090,Savings,BR-015,Withdrawal,76395,2024-04-29 02:46:01,Qr,183774,3408,"29.727619, 82.251844"
T102722,C12672,Savings,BR-019,Withdrawal,5539,2024-08-23 21:22:02,Mobile Banking,169065,3817,"29.865196, 81.548437"
T102723,C11927,Business,BR-002,Online Payment,47341,2023-08-11 14:43:28,Mobile Banking,163947,5996,"27.027656, 87.571763"
T102724,C11957,Savings,BR-001,Online Payment,42633,2024-12-05 13:44:29,Mobile Banking,247356,4803,"28.233863, 80.039789"
T102725,C11734,Business,BR-008,Deposit,28370,2023-10-02 08:50:32,Atm,138126,1565,"28.431613, 86.844311"
T102726,C11507,Current,BR-001,Online Payment,78915,2023-09-27 18:39:07,Mobile Banking,231881,5898,"28.142613, 82.431346"
T102727,C11176,Business,BR-005,Online Payment,39379,2025-05-26 03:00:30,Counter,108357,7945,"28.875703, 83.405693"
T102728,C11865,Business,BR-004,Withdrawal,23988,2024-02-09 01:21:32,Mobile Banking,442733,2310,"27.417248, 85.980917"
T102729,C10396,Business,BR-013,Deposit,17730,2024-07-02 18:18:29,Atm,208440,6110,"28.047258, 86.601476"
T102730,C12838,Savings,BR-001,Withdrawal,61163,2023-12-20 01:17:53,Atm,30670,7143,"27.70776, 86.592712"
T102731,C11715,Business,BR-019,Deposit,35244,2024-03-13 19:00:24,Internet,312256,2297,"26.456408, 87.183097"
T102732,C10418,Business,BR-012,Transfer,52261,2023-08-23 09:28:41,Atm,351532,8580,"26.76197, 86.86378"
T102733,C11554,Current,BR-017,Online Payment,96818,2024-09-11 12:55:57,Atm,352300,6001,"29.79196, 85.877994"
T102734,C11479,Current,BR-012,Transfer,91174,2025-01-10 11:01:30,Mobile Banking,160379,8315,"28.916177, 86.206722"
T102735,C10188,Savings,BR-006,Online Payment,77460,2023-11-11 11:22:05,Mobile Banking,245159,2322,"29.110433, 85.337636"
T102736,C11774,Current,BR-007,Deposit,51079,2024-02-29 05:39:44,Mobile Banking,199159,4130,"26.124487, 80.174138"
T102737,C12867,Current,BR-002,Deposit,97761,2024-12-04 05:20:35,Mobile Banking,311066,3387,"29.527079, 84.0719"
T102738,C11240,Savings,BR-001,Deposit,7079,2024-07-18 05:09:53,Internet,195152,1796,"27.838646, 81.178893"
T102739,C11263,Current,BR-020,Deposit,26289,2024-12-21 02:04:16,Qr,356492,9039,"29.345295, 83.169559"
T102740,C10208,Savings,BR-020,Withdrawal,42700,2024-11-21 18:37:08,Atm,80335,1771,"26.8368, 85.314737"
T102741,C12642,Current,BR-010,Withdrawal,59660,2023-11-23 19:22:50,Qr,289456,1340,"28.841617, 87.743695"
T102742,C10114,Current,BR-009,Deposit,78140,2024-09-18 10:16:07,Internet,499372,3651,"29.20387, 85.196645"
T102743,C12471,Savings,BR-016,Withdrawal,61658,2024-04-07 15:05:49,Mobile Banking,67985,8957,"26.123524, 86.766303"
T102744,C11891,Savings,BR-013,Deposit,86305,2024-01-27 10:21:56,Atm,131744,7516,"29.39719, 85.674968"
T102745,C11265,Savings,BR-007,Deposit,7010 USD,2024-01-15 21:22:18,Counter,252713,5765,"26.09713, 81.514388"
T102746,C10513,Savings,BR-011,Transfer,57813,2024-04-26 13:46:45,Atm,451824,3415,"26.947972, 83.638905"
T102747,C12973,Current,BR-016,Withdrawal,46957,2023-11-30 07:03:26,Counter,484178,8584,"27.831733, 86.839989"
T102748,C11880,Savings,BR-017,Deposit,35064,2025-01-21 08:34:47,Counter,364107,1047,"26.395809, 81.64152"
T102749,C12254,Savings,BR-010,Deposit,85767,2025-03-12 15:27:16,Mobile Banking,172349,2225,"26.493509, 82.615754"
T102750,C12806,Business,BR-020,Transfer,25327,2024-03-06 15:40:18,Mobile Banking,32551,3498,"29.706624, 83.016372"
T102751,C10313,Current,BR-001,Deposit,6078,2024-06-12 15:06:05,Counter,90813,9660,"28.990281, 80.58342"
T102752,C12634,Savings,BR-003,Deposit,87627,2024-02-07 14:09:49,Qr,450813,8349,"29.531135, 80.405049"
T102753,C11206,Savings,BR-011,Online Payment,17253,2023-10-11 15:48:39,Atm,364169,1341,"28.492061, 87.934326"
T102754,C10132,Savings,BR-001,Online Payment,59865,2023-06-27 02:18:41,Atm,387486,8144,"26.931522, 82.740464"
T102755,C11387,Current,BR-003,Deposit,99184,2025-03-08 05:18:20,Atm,177284,1708,"27.896894, 82.137278"
T102756,C11710,Current,BR-019,Transfer,39171,2025-02-20 04:10:40,Mobile Banking,10637,7248,"27.806484, 83.275223"
T102757,C11294,Business,BR-017,Online Payment,69619,2023-08-05 17:15:33,Atm,306402,4300,"28.433137, 86.243279"
T102758,C10834,Savings,BR-017,Deposit,9603,2024-07-10 04:53:59,Qr,429909,3147,"29.228469, 87.693162"
T102759,C10442,Current,BR-003,Withdrawal,60803,2024-09-21 12:18:12,Counter,404040,2407,"26.668694, 86.883886"
T102760,C11575,Business,BR-006,Withdrawal,64479,2023-07-12 03:18:24,Qr,130553,2533,"29.387014, 81.821314"
T102761,C12838,Business,BR-015,Online Payment,95557,2023-11-01 15:13:29,Qr,27950,3341,"26.265244, 82.607578"
T102762,C11416,Savings,BR-020,Withdrawal,57966,2025-03-23 04:17:08,Qr,417704,9247,"26.948474, 83.458753"
T102763,C10290,Current,BR-010,Deposit,17005,2025-02-02 07:24:21,Qr,128870,8883,"27.414365, 86.75459"
T102764,C12020,Current,BR-008,Online Payment,45938,2023-09-24 11:47:53,Mobile Banking,498760,1017,"26.856819, 86.116091"
T102765,C12328,Current,BR-003,Deposit,58379,2025-05-16 20:32:40,Qr,1215,3405,"27.260788, 87.964344"
T102766,C12767,Business,BR-004,Transfer,89589,2023-12-12 18:08:26,Qr,368747,6774,"26.212436, 84.366874"
T102767,C12984,Savings,BR-011,Online Payment,26906,2024-09-28 13:01:36,Internet,274667,3299,"29.749122, 80.968497"
T102768,C11712,Savings,BR-018,Withdrawal,45100,2023-11-24 19:45:56,Counter,470116,9888,"26.76536, 80.705047"
T102769,C11755,Current,BR-010,Transfer,22268,2025-05-06 00:58:06,Counter,331833,1401,"28.282811, 86.746291"
T102770,C10174,Business,BR-001,Deposit,70219,2024-07-12 01:23:02,Qr,24834,9277,"29.338445, 85.530824"
T102771,C11537,Current,BR-018,Withdrawal,38814,2025-02-02 12:40:03,Mobile Banking,297618,8620,"26.239612, 86.536856"
T102772,C12648,Business,BR-001,Online Payment,54193,2024-12-10 14:21:52,Internet,44066,4188,"29.393022, 80.392426"
T102773,C10807,Business,BR-009,Transfer,55519,2023-11-29 21:34:05,Atm,494087,2409,"26.709458, 84.157227"
T102774,C10798,Current,BR-017,Withdrawal,49245,2023-08-10 08:14:53,Qr,273544,8803,"28.267548, 85.927722"
T102775,C12790,Current,BR-011,Withdrawal,77525,2024-04-10 15:34:55,Counter,388355,2753,"26.691529, 85.432683"
T102776,C12420,Current,BR-004,Withdrawal,93049,2024-11-20 21:23:24,Qr,11345,3807,"26.771413, 80.380008"
T102777,C10598,Savings,BR-004,Deposit,77911,2023-10-02 21:05:23,Mobile Banking,34896,7660,"28.973355, 80.624769"
T102778,C11541,Business,BR-008,Deposit,2561,2024-08-23 12:33:43,Internet,479646,9717,"26.132869, 81.28625"
T102779,C10316,Business,BR-020,Deposit,14391,2024-09-08 22:48:54,Atm,292043,4263,"26.286907, 87.929277"
T102780,C12940,Business,BR-002,Deposit,46904,2024-07-20 17:21:52,Internet,291373,9075,"27.659143, 86.37204"
T102781,C11427,Business,BR-016,Deposit,77071,2024-04-21 13:30:52,Internet,268727,8174,"26.391374, 83.462282"
T102782,C11034,Savings,BR-005,Transfer,93571,2024-01-04 15:12:18,Counter,399113,4614,"26.607198, 82.367179"
T102783,C12898,Savings,BR-016,Withdrawal,65046,2025-03-18 02:56:30,Counter,72537,1527,"27.068556, 83.136514"
T102784,C11738,Savings,BR-002,Online Payment,99089,2024-06-14 18:14:12,Counter,241489,9864,"27.586446, 87.188938"
T102785,C12029,Current,BR-013,Deposit,84180,2024-08-27 03:41:16,Mobile Banking,398783,6578,"26.967227, 85.831154"
T102786,C11185,Current,BR-002,Deposit,61432,2024-08-30 07:07:41,Qr,75807,4337,"29.717756, 84.475671"
T102787,C11080,Business,BR-006,Withdrawal,77894,2024-09-05 09:16:53,Counter,130648,5271,"28.358473, 80.706303"
T102788,C12716,Savings,BR-020,Withdrawal,30941,2024-07-16 09:44:54,Atm,375796,7079,"29.364153, 86.400569"
T102789,C12186,Savings,BR-016,Deposit,48858,2024-09-03 00:48:03,Counter,471455,7817,"27.738403, 81.127644"
T102790,C11111,Business,BR-018,Transfer,76372,2023-09-28 20:15:48,Qr,145401,9210,"29.723252, 86.685918"
T102791,C12365,Current,BR-013,Transfer,37743 USD,2025-01-15 23:19:25,Counter,233117,6382,"27.139813, 86.603873"
T102792,C11174,Current,BR-008,Withdrawal,50508,2025-02-15 17:55:42,Qr,249780,2878,"28.933786, 86.385527"
T102793,C12575,Current,BR-005,Deposit,44050,2023-12-11 15:03:22,Counter,334936,8601,"28.001167, 82.053551"
T102794,C12314,Savings,BR-011,Deposit,56949,2025-03-19 11:38:26,Qr,394444,5652,"28.769093, 87.371479"
T102795,C11926,Current,BR-008,Transfer,28144,2024-01-16 17:50:07,Atm,484498,1122,"26.798202, 82.41351"
T102796,C11243,Business,BR-004,Deposit,16097,2024-09-13 16:09:15,Atm,214286,7289,"26.720977, 84.127155"
T102797,C11270,Business,BR-013,Deposit,79851,2025-01-19 03:07:22,Atm,38052,1400,"29.402627, 86.312062"
T102798,C12266,Current,BR-005,Withdrawal,98705,2024-07-01 10:49:24,Mobile Banking,451985,7725,"28.360703, 80.721045"
T102799,C11505,Current,BR-013,Online Payment,24011,2023-11-25 20:04:35,Counter,47032,4097,"28.695772, 83.353705"
T102800,C11498,Savings,BR-004,Transfer,55633,2025-03-29 07:34:52,Atm,482937,7898,"29.914675, 82.16551"
T102801,C10914,Current,BR-001,Transfer,82666,2024-08-31 16:04:23,Atm,296830,3050,"27.588546, 82.058668"
T102802,C11484,Current,BR-008,Deposit,94970,2025-03-16 22:05:40,Mobile Banking,340125,3059,"27.759566, 87.845847"
T102803,C11174,Savings,BR-019,Transfer,14671,2024-09-28 14:39:02,Qr,99802,1038,"29.698395, 81.180128"
T102804,C12205,Business,BR-006,Transfer,94563,2023-06-10 00:39:04,Mobile Banking,457477,1152,"27.916916, 83.938232"
T102805,C11092,Savings,BR-017,Withdrawal,58041,2024-12-26 04:07:24,Mobile Banking,397025,2905,"26.004996, 83.161624"
T102806,C12255,Current,BR-001,Transfer,58105 USD,2025-05-19 15:25:58,Internet,235337,6291,"27.478735, 80.257813"
T102807,C10392,Business,BR-007,Withdrawal,86350,2023-09-02 21:29:33,Qr,173857,6280,"28.679065, 85.691904"
T102808,C10775,Current,BR-008,Deposit,58812,2023-11-04 22:18:38,Internet,430763,9703,"26.17938, 85.607455"
T102809,C12012,Current,BR-005,Deposit,43641,2024-11-14 17:53:48,Internet,305962,6155,"28.653413, 86.356323"
T102810,C12794,Current,BR-002,Deposit,23487,2023-12-08 12:53:20,Counter,363566,9468,"29.637082, 86.062011"
T102811,C12447,Business,BR-003,Deposit,94080,2024-12-21 10:00:48,Internet,335071,2233,"28.582911, 85.596097"
T102812,C10167,Savings,BR-001,Deposit,49008,2024-11-10 15:58:55,Internet,197753,4193,"28.105726, 86.213319"
T102813,C12660,Business,BR-017,Online Payment,85557,2023-06-06 04:17:14,Counter,342609,4440,"26.69171, 81.186497"
T102814,C10367,Current,BR-006,Transfer,13157,2024-12-27 23:59:04,Counter,221934,7311,"28.50868, 80.534252"
T102815,C10513,Business,BR-014,Transfer,64128,2025-01-16 13:35:09,Counter,227599,2790,"29.978083, 87.122056"
T102816,C12182,Business,BR-017,Online Payment,55831,2025-03-13 21:10:54,Mobile Banking,114221,1596,"27.002941, 82.652687"
T102817,C11246,Business,BR-003,Transfer,24958,2023-08-26 04:41:14,Atm,300477,4566,"29.333763, 80.792254"
T102818,C12702,Current,BR-001,Deposit,48789,2024-12-09 19:45:33,Counter,127457,3431,"27.135378, 84.176795"
T102819,C12591,Savings,BR-005,Withdrawal,44738,2025-02-23 13:27:55,Qr,279720,8865,"27.100424, 86.945379"
T102820,C12715,Current,BR-014,Transfer,91698,2023-11-25 11:07:03,Counter,120875,5938,"27.064016, 81.070196"
T102821,C11441,Current,BR-008,Online Payment,46586,2024-03-08 01:57:59,Mobile Banking,302549,3829,"28.853486, 81.102906"
T102822,C10130,Current,BR-006,Transfer,20667,2024-04-25 20:47:45,Internet,357144,1526,"29.232495, 83.164427"
T102823,C10741,Current,BR-009,Withdrawal,29839,2024-01-07 08:47:04,Counter,467995,1548,"29.725946, 80.787239"
T102824,C12978,Current,BR-010,Deposit,57904,2024-04-21 09:47:32,Counter,32601,3361,"28.093447, 85.526431"
T102825,C11466,Current,BR-001,Deposit,3854,2023-12-16 13:46:20,Counter,331090,6678,"29.407297, 83.038331"
T102826,C10891,Savings,BR-006,Deposit,27144,2025-05-20 05:12:28,Atm,461572,6539,"27.282718, 83.88965"
T102827,C12265,Current,BR-005,Transfer,67360,2023-07-14 13:50:57,Mobile Banking,315260,4344,"26.857281, 84.285309"
T102828,C10428,Current,BR-003,Deposit,67012,2025-02-10 18:39:39,Counter,495041,1511,"29.769596, 83.817395"
T102829,C10713,Savings,BR-020,Online Payment,8806,2024-11-22 17:56:19,Qr,105186,4530,"29.150408, 80.411171"
T102830,C12653,Savings,BR-016,Withdrawal,8994 USD,2024-10-20 08:36:11,Internet,326038,3009,"28.749396, 80.268476"
T102831,C10833,Savings,BR-002,Deposit,18137,2023-11-18 05:50:20,Atm,166707,8386,"29.189719, 83.515975"
T102832,C10475,Savings,BR-006,Online Payment,84086,2025-04-29 12:36:14,Counter,270609,7570,"28.40823, 85.598534"
T102833,C12760,Savings,BR-016,Transfer,82042,2024-07-01 03:09:18,Mobile Banking,57754,2933,"28.183122, 85.997066"
T102834,C11929,Savings,BR-013,Online Payment,51712,2024-09-02 22:55:07,Atm,230047,4458,"29.204674, 81.237085"
T102835,C11474,Current,BR-006,Online Payment,29825,2023-08-06 07:53:29,Atm,93850,1526,"27.15011, 83.580475"
T102836,C10038,Business,BR-012,Transfer,6026,2023-07-24 01:00:44,Mobile Banking,372909,6825,"29.235894, 82.440908"
T102837,C11097,Savings,BR-007,Transfer,9596,2024-05-16 23:05:03,Atm,217191,6669,"27.832801, 81.943975"
T102838,C11306,Current,BR-019,Withdrawal,56547,2023-07-12 06:40:15,Atm,355835,1805,"26.512, 84.679386"
T102839,C12426,Business,BR-019,Online Payment,29906 USD,2023-11-20 20:51:32,Counter,39871,6614,"29.86064, 80.134287"
T102840,C10333,Current,BR-017,Withdrawal,88299,2025-02-23 09:58:50,Mobile Banking,194946,3383,"29.823705, 83.135509"
T102841,C10426,Savings,BR-014,Online Payment,41421,2025-04-28 13:22:54,Mobile Banking,471949,1622,"27.568601, 82.513393"
T102842,C11041,Savings,BR-007,Withdrawal,65195,2025-01-07 23:02:01,Counter,292655,4964,"29.006924, 86.439778"
T102843,C12129,Current,BR-010,Transfer,22756,2024-04-11 12:05:29,Counter,344104,8032,"29.418485, 83.312043"
T102844,C10625,Business,BR-005,Deposit,55247,2024-02-04 00:23:40,Counter,443037,1037,"27.586817, 82.097426"
T102845,C10263,Business,BR-003,Online Payment,91496,2024-12-03 03:52:01,Internet,328920,6294,"29.845373, 80.165544"
T102846,C10991,Current,BR-005,Withdrawal,49766,2023-06-29 14:28:00,Mobile Banking,250200,9883,"26.475466, 86.391246"
T102847,C11872,Business,BR-006,Withdrawal,82468,2024-02-06 01:06:11,Qr,202239,8967,"27.504072, 81.612948"
T102848,C12817,Current,BR-010,Deposit,38887,2023-11-09 19:20:00,Atm,469351,5413,"27.743039, 80.229752"
T102849,C11024,Business,BR-001,Transfer,63046,2023-11-21 14:21:01,Atm,307606,9822,"29.399101, 87.154165"
T102850,C11942,Savings,BR-001,Transfer,21827,2024-04-01 01:34:35,Internet,455598,1915,"29.208875, 85.76436"
T102851,C10777,Business,BR-005,Transfer,95181,2025-02-25 03:28:51,Atm,484410,7982,"26.644352, 85.955597"
T102852,C12686,Business,BR-009,Online Payment,68156,2023-07-14 05:20:40,Atm,235453,7930,"29.478426, 82.374928"
T102853,C12030,Business,BR-012,Withdrawal,3181,2023-09-12 00:43:55,Internet,33574,4601,"27.100275, 81.908558"
T102854,C12165,Current,BR-004,Withdrawal,34296,2024-04-30 23:13:10,Counter,103072,9569,"27.241641, 87.572718"
T102855,C10165,Current,BR-007,Deposit,36835,2024-04-20 01:57:58,Atm,436126,8675,"27.413033, 83.221902"
T102856,C10961,Savings,BR-010,Withdrawal,80202,2024-10-07 01:46:55,Qr,205603,3273,"27.455221, 86.327737"
T102857,C10273,Current,BR-020,Withdrawal,79678,2024-01-26 17:04:50,Atm,157258,2546,"26.233917, 82.329275"
T102858,C12047,Savings,BR-011,Online Payment,25598,2024-08-19 01:07:18,Mobile Banking,488997,3078,"29.045008, 85.406978"
T102859,C12410,Business,BR-011,Withdrawal,76965,2024-07-05 21:32:04,Counter,154885,1932,"28.877985, 87.04769"
T102860,C11687,Savings,BR-018,Online Payment,31756,2024-12-24 23:12:06,Counter,210884,9556,"28.816009, 80.052217"
T102861,C10106,Savings,BR-019,Deposit,67795,2025-04-21 20:24:31,Counter,217597,6510,"27.252911, 80.24801"
T102862,C11892,Business,BR-017,Transfer,38000,2023-08-01 15:47:10,Internet,341426,3633,"26.459531, 84.042608"
T102863,C10276,Savings,BR-003,Withdrawal,84999,2023-08-13 08:32:56,Qr,110779,9193,"29.895492, 85.582757"
T102864,C11582,Savings,BR-001,Withdrawal,47801,2024-10-30 23:29:17,Counter,19557,9702,"28.140648, 86.109731"
T102865,C10018,Savings,BR-014,Withdrawal,19133,2024-11-13 19:23:16,Atm,160132,5737,"26.383143, 83.38663"
T102866,C12543,Current,BR-020,Online Payment,10905,2023-07-30 07:39:25,Counter,453082,6054,"28.526178, 80.234873"
T102867,C11347,Current,BR-019,Online Payment,35951,2023-09-26 16:00:54,Counter,335248,1570,"27.953522, 80.106441"
T102868,C12382,Current,BR-001,Online Payment,26932,2024-11-24 02:01:50,Mobile Banking,232977,5159,"27.140313, 82.008812"
T102869,C11761,Business,BR-007,Transfer,63537,2023-07-22 19:13:30,Atm,478793,9075,"28.958688, 87.513585"
T102870,C11535,Business,BR-018,Online Payment,14044 USD,2023-07-08 02:36:27,Atm,138152,5836,"27.578623, 86.633462"
T102871,C10585,Savings,BR-001,Withdrawal,19973,2025-04-01 16:32:20,Qr,145926,4527,"28.992982, 82.356607"
T102872,C11714,Current,BR-015,Online Payment,40472,2023-08-24 23:07:43,Counter,385157,4128,"28.312817, 84.661662"
T102873,C11287,Business,BR-017,Transfer,89564,2023-09-28 23:45:29,Counter,199767,3783,"28.241243, 87.192775"
T102874,C11974,Savings,BR-003,Online Payment,15479,2024-02-10 02:25:05,Counter,159097,4452,"26.612389, 83.617692"
T102875,C11569,Current,BR-013,Transfer,36851,2023-12-27 06:39:31,Counter,185054,9354,"26.970326, 86.873636"
T102876,C12394,Current,BR-005,Deposit,89922,2024-10-26 10:21:29,Internet,42081,2309,"29.401731, 85.560018"
T102877,C12168,Current,BR-015,Transfer,5210,2023-09-13 20:21:43,Atm,398584,1050,"26.431921, 87.210258"
